path1,path2
83262,16030
83983,69139
21731,97624
80583,11163
20813,2361
40764,82220
16865,35211
120031,18271
51569,59612
83305,143811
38779,134633
86935,42669
45414,122349
59120,24684
113673,120174
100428,119761
130342,57988
61689,101288
146179,113085
44103,141763
112985,44341
93771,131461
2688,44287
80197,9096
34340,106775
90782,84102
2101,108641
146319,63671
141899,146245
87197,93952
142225,63739
26617,93937
135620,60617
101262,134569
82879,4023
97185,119321
129521,115134
67122,122988
143866,32704
121883,101347
105475,78379
143127,136031
44990,148955
4421,92345
96901,126413
40935,18029
9649,36713
33759,30964
17642,99834
75448,132109
26686,143292
75556,18036
17039,110900
46467,35027
37924,117492
63544,23457
39168,34103
76128,148844
74194,147088
65929,146421
88052,136504
69150,16157
103355,23413
75726,3181
113299,22697
50997,9095
123716,99270
4539,107481
494,75205
5988,54297
76576,20852
42306,110718
107297,67278
149878,126545
83265,118914
132574,67505
139814,101168
90775,30450
120870,75963
71724,141709
84512,36554
42333,25894
125284,138249
109148,18623
83887,74001
73167,33462
89680,128990
95721,129095
42427,131784
134291,45526
39429,88564
119848,7635
61380,100825
74930,6246
67945,102234
97375,136728
82027,97001
73220,2820
147914,41323
108015,126623
26390,104924
79534,27373
149217,89055
21157,113231
28302,120864
6731,83833
3756,18125
15004,39533
136382,123066
136115,90127
147298,46508
113575,44684
47945,115169
45350,98336
71170,89986
71319,116810
127849,111688
88273,26542
16873,135388
32789,135614
82795,126063
78935,147284
42591,121758
16199,133685
126412,225
54673,107371
76234,31121
49878,50021
132062,62210
62514,135590
100626,32041
21728,88035
107529,68957
69509,36697
132191,90832
105417,8369
76311,146441
88636,129260
13024,65835
36436,126697
1099,81569
85670,69110
23370,14014
29087,26224
6360,127979
112134,48030
88272,33671
6139,50014
16001,105144
144708,94158
94328,131934
93846,86408
124995,86248
47880,74543
39854,107174
67440,74675
11128,96575
9407,103912
108919,137895
65172,23753
5142,50204
35337,57714
43711,44232
24027,40513
120018,49857
22293,39179
61664,20881
116320,40102
89778,47998
63356,22192
67127,76775
61122,37668
37101,71365
65062,27174
74916,28309
148790,103462
19358,58550
98176,139511
29058,6343
27982,105887
36171,65839
13301,112902
120026,44074
42261,3854
49380,119114
58889,49513
9212,149291
78490,45596
80496,12271
30793,127644
106877,9503
49091,128489
41818,139848
44828,124535
21091,31449
63326,19501
62846,99517
73343,113057
128365,31043
122936,105883
125430,118455
50760,44381
1066,73947
92993,53721
62773,82890
8876,140236
29522,104938
82003,58906
54694,12284
13281,41926
62388,12013
33654,84561
64290,99928
106005,73987
105382,122989
87441,84324
41518,136299
62291,112021
39463,46482
147634,82613
64301,49157
138068,52295
143335,79223
130393,97081
46895,82446
16102,7534
143969,143307
33584,93303
136507,65718
134800,107637
122730,38399
94293,73594
137135,144301
8702,44771
111392,77806
10716,114844
94831,138891
4749,118175
8295,58091
142807,109381
22154,11536
65561,53503
117821,127049
139398,137000
141202,68956
100985,72199
71298,122477
74259,22801
87944,106207
86809,120090
70250,142768
29878,83877
108739,97444
50409,114307
55943,99988
81559,12384
135233,23823
49396,99080
65850,82292
91580,101453
76710,42925
29370,13983
63679,94794
55371,114702
1246,28644
101588,23934
37535,143399
106846,97514
60971,119730
22061,73704
2903,62607
28158,147149
71777,120542
109867,126904
92885,43135
21763,54997
101937,2919
37506,77708
74537,131441
91536,104454
62160,112804
20068,35504
5458,82527
98992,146445
61457,53065
126999,71833
30707,100415
83728,132536
141530,55790
5476,40711
109345,121678
37261,36365
93607,137160
27399,60467
132722,40628
128631,23801
57052,27300
146959,1026
53690,1841
116263,132115
3280,73942
107351,101529
64055,40938
22992,20419
46473,35938
139148,39651
20537,130276
54060,95273
128731,33995
82860,11459
128483,42211
122615,81838
22533,136691
69813,96412
139041,84032
43937,116027
47063,97338
5786,73015
40819,97580
43620,18474
124817,23071
43783,110194
118719,93904
132985,694
133278,133872
24539,48166
601,41906
88408,135047
97047,104983
41725,67420
52292,95448
68366,138886
28873,101219
135625,89157
115608,69482
145286,58502
115168,51741
138623,37137
102768,49527
135048,35760
116269,47254
7268,8565
52030,82086
116668,94553
147524,81024
128607,28728
4214,1367
116053,19585
9641,39044
145177,97384
98328,126875
127444,59095
103645,57929
44640,17476
8746,16924
73706,139456
34751,32125
4600,101603
128442,90230
105034,124785
145664,41240
82325,68307
13147,12755
126483,141827
133572,46513
7651,48308
99081,12200
96028,100181
96447,125535
59678,144151
119857,48256
73905,32691
147017,3066
100028,5983
133173,68676
93154,91057
98557,57444
10342,98294
68070,122656
52994,83674
24804,25683
80094,74362
142551,95610
58840,17900
14339,58770
35629,48554
1671,9298
26410,149779
145733,86969
23851,111998
51214,103164
106911,78259
36966,71939
64079,21474
69635,135484
73347,125867
13433,33635
70012,64202
143579,63878
128447,26060
140928,17132
93833,49902
126967,37097
130922,130018
84749,84983
60238,55021
135882,39328
60823,136187
29044,75691
87031,84570
59444,147791
63819,142057
26349,13371
101866,108396
142978,70221
49908,96758
44573,47302
41363,134726
75009,58309
44351,18988
123784,27762
41645,138192
119516,18494
69552,129341
105260,73911
28269,51603
42852,19322
132820,146081
6035,68047
130202,77187
15282,133958
46480,65082
5881,64350
71970,107129
28628,128234
9058,141576
51905,99303
120145,47746
149123,23890
48508,52962
72355,59590
50921,94020
149539,23273
123118,35723
57267,27248
79335,131449
112773,140174
16409,121432
29184,75094
149971,91132
144522,60511
15702,90366
60569,143099
93735,82050
96298,138149
55948,64761
54626,6782
125756,69618
61085,105323
7909,43788
380,66772
147470,147430
132595,43479
133887,32358
102535,22675
28300,96190
121936,92
43907,82486
71661,21625
134433,56019
79945,69500
104614,42386
92520,125917
88923,49043
131337,72796
57944,35238
7128,81836
114177,131091
117209,41037
43475,99822
2956,8001
50089,22490
93372,104548
15982,139852
70562,28347
124326,9870
25114,130694
76302,148467
135606,89295
101665,8690
98591,14136
122897,31318
125945,51670
30756,100434
22615,149879
6328,114180
11460,66606
90133,55623
27491,84611
142218,121902
131190,143630
11366,37996
145287,44504
46621,36409
97796,42952
13277,142313
109886,35062
110125,88909
53589,25530
108234,144190
43057,128192
821,49966
25542,16550
14428,75282
86454,75543
19383,40752
131025,106931
145416,50663
77107,45251
19826,74522
100900,109174
137028,77768
36155,62146
50384,66540
123115,58347
133688,142124
59156,5876
128697,27054
115123,85848
141314,54977
50439,45095
44042,58419
17687,95568
28683,8090
14445,62637
112735,90043
94033,67414
51161,123480
56038,23262
68620,139751
1677,131464
132740,132249
53074,94191
27715,49745
97856,36599
124722,83242
40975,18911
108331,98839
106104,148210
140783,88406
6512,133343
129,35374
9216,133547
139590,20958
135966,79495
15559,69462
100635,148188
90809,40672
22446,117468
38479,108041
135540,38554
30192,61835
20141,102833
2962,45446
2290,141210
36835,11250
102943,143519
37625,111527
34903,60190
88867,149997
81097,73316
147824,92816
140560,118024
121419,131147
9172,107312
22460,54493
108099,115263
75294,73271
80573,147506
61879,100998
120935,101536
82618,48759
58021,27993
75721,85644
99472,83312
25432,142954
48377,15457
119931,133997
11160,37115
69518,71931
69010,28194
121307,7511
130993,88748
78217,19729
115645,46802
114790,34382
88278,119914
19485,3988
41035,34552
38441,88829
120636,25928
628,43635
112546,114548
39856,55270
101707,126859
112990,29738
58222,40607
134540,208
104101,73964
108597,143805
148632,129425
62039,99110
14020,80559
110403,141629
78595,35275
95111,71093
50792,130324
4278,113208
44016,35655
92606,136706
15006,83718
135202,36030
102203,115941
60109,111255
14666,96314
29437,104964
118647,90023
61975,115376
39174,72809
94210,70947
63477,39837
37133,31287
46522,66025
61069,122451
43366,88702
93561,1131
118546,123194
94082,45785
58225,76251
60639,51173
37245,145730
57984,42721
13721,139768
43527,139223
89271,100039
32432,139656
50632,129967
14675,135598
26013,54394
99516,48647
89597,25862
58373,57922
145984,47320
37700,102628
103338,141086
149426,146207
87363,103258
18248,114094
132075,69776
38465,125407
142138,136708
43633,66108
12447,135221
46191,119477
63335,31217
144929,69115
27477,111137
78436,135492
66670,115450
108984,81957
118347,16131
88231,46009
91295,109677
27744,61303
53201,116916
23501,110083
93563,117884
26259,147069
87927,118952
52244,38451
23396,58912
140930,95428
47790,120695
77139,97768
72081,99354
76212,103914
21745,145378
136652,137642
23378,19001
99359,22345
39868,88344
132535,77821
113601,104313
97113,39575
122225,121285
149259,100197
12912,14138
106360,44844
116838,37998
67352,100928
28722,36193
53722,17256
4630,113992
71726,149698
124016,127898
22979,87741
85627,76151
97969,124524
118095,97217
47344,122192
135520,37466
41199,111467
2133,77219
90054,24481
63036,122521
23202,129247
105391,52550
39005,100580
18795,44466
93356,31660
77754,55669
144603,87577
79823,72544
146694,135806
135140,130740
115371,131349
81691,14361
101624,142417
28951,54762
115235,49238
40463,70044
120071,96062
15058,17022
104019,30413
136142,13019
117286,138427
61694,91100
58615,129631
101099,81760
139213,107776
75555,1480
61208,47654
83889,71072
98000,57132
11367,136487
68348,146857
47854,98639
135772,15012
143707,16218
42632,118000
24786,147092
14040,147613
92522,100924
94399,9482
58818,79427
76362,54393
90617,55397
6760,120956
104697,133884
7276,6740
62263,103846
38242,100869
128546,28280
44375,144467
142818,27950
149623,81675
84802,142858
129691,142253
44907,113250
60888,25072
124112,129753
11969,104447
45882,106571
83130,15219
120708,24299
86742,148657
123902,109924
77671,50280
7028,93422
140749,11500
67871,28406
115402,82621
68067,40799
134035,81562
124882,95570
60848,134084
128079,87088
42585,64671
109914,19195
51176,60614
60538,33838
16122,99180
82564,58141
29404,51265
62541,53195
91471,123841
129103,36805
28868,56793
28866,135444
88151,27156
63379,136374
44231,12854
62877,83038
122628,75706
25648,36253
43420,37353
90055,27618
128170,104008
80772,140670
28431,101682
44353,124787
8611,52797
84518,149908
72588,40108
42393,90041
146312,107335
111893,80556
116784,70953
127740,115497
86065,85292
140222,135918
85930,90636
75284,72760
74576,117869
54593,73187
120938,124640
8032,60449
51698,11302
8642,105958
93757,140599
71787,63626
9117,77478
66809,25568
18214,23218
123678,9674
105655,140339
76405,19664
109580,140414
80627,34443
82267,104272
87369,98305
54025,27660
96976,22818
29596,57111
14886,59013
136189,77759
92980,137330
132998,118452
77848,122590
48808,5621
131949,63482
52196,67722
118485,29898
78122,1418
145961,80865
84822,91728
22085,35905
129037,121543
76504,25616
105952,40380
90439,8830
87050,63165
120107,131357
31765,68458
1458,4505
5790,134332
115280,114368
17834,122906
71832,140673
74343,149689
12624,79987
144364,144601
12895,37016
103334,92600
147299,53450
117283,144645
6090,131167
118674,129258
144407,43720
35387,10817
63384,29419
108474,19551
100523,132444
139026,51451
27408,132388
115131,131473
32199,7602
45022,18117
105816,126668
147214,7893
146800,141141
141392,66311
143745,58680
85829,65244
55672,64546
123411,57435
20275,80986
12636,112375
130312,121397
96087,25115
31114,139535
90801,100530
52694,108950
116114,14701
4863,100330
143358,81796
124489,99769
73219,55433
2374,74466
148804,12395
123329,102788
70665,88975
125000,77104
16172,27907
1054,41757
36029,16966
59898,3771
73374,33549
110741,14484
43877,92064
96893,90588
134026,43038
24966,109433
132625,33686
108082,94057
138390,117130
89344,62492
13013,80065
47387,29966
71911,2465
23339,46562
138106,94305
67847,86889
65990,85708
68095,134479
64740,41004
139434,95852
141516,102709
144558,71959
889,87905
97086,66789
114971,114155
48435,77969
113138,65512
42840,432
88259,21486
29205,7168
119486,39393
97587,33221
48681,95162
83439,93127
112625,11713
67222,27975
106449,66643
93131,9420
84038,139178
85531,96299
116840,53495
69386,72399
27502,49343
79950,127622
116451,131386
107137,101879
64515,42762
128474,85669
100836,142635
114587,4937
58059,140307
106648,65579
67520,123286
80478,71146
4686,52543
81487,124864
3636,123122
86416,36329
12647,50616
136109,139372
73977,93289
137850,76320
40651,63132
79016,47694
80081,50490
11377,3195
113403,37445
123714,47343
54245,122842
50383,110460
44036,9469
68207,116734
102143,38735
15979,114407
33685,3388
43523,122990
41453,51596
45058,147271
135767,127654
98104,108800
11437,64801
102045,144833
130494,95264
75620,126045
46935,135064
50060,40904
83143,107629
68265,72834
135449,52424
28059,83229
93467,31470
30614,60618
137054,43888
38337,12469
107897,35460
141355,134732
19200,88050
95803,58115
33075,60303
16285,83843
45595,66386
9231,42844
76813,13898
140976,41657
106691,48436
1314,56637
120280,25155
104637,64072
102322,94922
125143,91299
81398,105594
91453,19685
6608,40148
77198,104459
53387,98890
45900,144338
125402,107957
29963,82622
76100,137638
56204,82253
76157,56749
123220,66197
136023,97038
21173,138319
102387,103961
26904,146477
40599,128061
126586,111169
103175,124048
32959,6955
41792,55795
7913,110590
121240,20553
57165,133403
70048,26608
148081,133616
43713,104550
6169,139685
10209,79925
22782,82532
111706,103647
114059,49363
70923,67169
36897,65879
65011,109508
33456,110593
44270,147124
74869,18787
51112,127953
120109,60961
34966,92528
19991,148307
48484,90899
114633,4348
78530,119905
77495,139992
16596,14244
8334,95816
141713,117826
72410,32886
92642,84775
130838,76187
12714,83826
141864,96654
12696,124155
119142,101547
143178,127188
34503,10529
45686,91517
13178,31687
43593,31561
70068,133660
144789,16981
106962,149375
83557,81891
13901,57586
144882,137363
8014,29766
76810,66831
134202,4675
20590,65286
45997,39392
108366,18380
116796,113320
51361,87028
65622,66956
57549,145835
40515,28820
82921,48363
54656,45392
131553,148229
90960,99532
127502,5400
10539,31413
124289,121997
88799,89757
133828,24444
42052,47467
94340,72012
44320,126478
66931,75166
31058,114746
101978,30681
33450,83058
93195,82756
58416,124765
96415,118084
137215,33467
21401,134989
91036,132170
50091,117354
97802,78553
123342,90499
107552,140552
29216,127728
143640,61523
23083,25045
62990,14893
108209,83973
143271,53369
23285,120143
37718,18140
94534,122736
47614,3826
147899,92070
91881,133452
23152,47660
77223,90928
129146,2353
122364,96352
97636,79458
31194,15100
31755,101683
4804,113655
78972,26122
12614,76305
145661,67627
73355,46105
116556,133421
71334,107579
91686,26251
91108,109752
122709,20703
15927,90217
73047,148322
104879,30113
123091,31924
128732,20878
92917,43117
22439,48156
146955,115697
31949,106466
102121,34737
46676,133839
29299,114599
120933,58143
16463,45860
105065,85758
77893,64436
71965,110233
82671,119768
73195,120219
63108,5026
34298,87480
15881,10450
118350,34308
68446,142836
14000,58044
113946,124819
83518,128274
38751,6738
140608,87103
54192,54315
71175,116957
53140,12085
59541,17296
136492,1120
3726,85503
6451,67225
97979,37427
45365,119541
56700,101272
9351,118424
82078,122991
51282,34046
129116,2931
64575,72922
89575,63890
39096,75483
125252,120263
56999,134374
18887,65360
88196,88560
132855,44455
126838,139563
105641,102484
117388,81769
73809,110554
5754,116178
100800,101009
25965,72248
67237,92358
93189,660
14259,46170
140466,67890
21246,104604
37160,143234
88561,98151
132159,94799
97331,68870
87619,30815
6765,99464
19207,62974
30072,21816
59558,2224
45258,89448
71654,120810
16263,18363
73811,34807
94259,30627
45748,135031
106653,92143
82102,69184
79269,76133
84106,133309
99610,130330
38600,43776
2740,30211
54996,94960
79226,149523
112154,138218
23935,106687
61342,131336
18705,54609
42651,46301
37177,32999
101199,36585
112315,38530
147764,126174
107713,140786
101775,10380
35476,120310
92509,59986
115381,32956
130047,75970
47768,36039
96134,63361
2122,59389
108772,72692
112347,131077
85704,1221
112611,55900
11687,94641
122453,68996
48889,10565
122781,125034
25940,32586
42095,21928
145453,143682
126066,148110
90742,94760
117802,142021
98535,34054
142395,59399
6225,70636
132257,81704
110574,26915
105153,98936
138051,121637
89559,61219
33077,130114
14416,130544
57915,74040
103715,126144
65729,82058
149045,106337
93728,80974
1898,111922
128967,103000
87729,18341
146901,40045
103626,71337
49406,63923
133523,145986
121548,124898
120264,104509
64317,84925
51240,85467
126394,85426
13639,101824
15170,6110
149596,56704
62678,56647
132863,501
131554,1695
4388,12256
62630,16179
145030,145303
95032,148369
111680,107120
119819,37597
113432,17955
82455,78431
102073,146738
47563,99783
101020,130820
26876,40660
119792,118304
119751,72357
38155,73232
111342,30765
55682,5352
146888,119676
10263,139954
49944,22816
38925,62855
82787,41372
84048,39599
25565,85294
64459,92563
117404,341
107535,73088
118206,21228
144762,29274
69576,145162
106801,103266
40848,70210
78133,81804
139412,61931
57923,123768
30229,48686
55962,136637
49609,141351
111206,106266
69780,123038
24501,35064
9406,137216
43996,72979
99412,131792
12496,16674
10950,118678
23220,65355
79257,72177
106491,83956
72716,24939
5724,44300
42130,1264
22294,24777
57198,99353
120705,15178
102482,148088
129252,65516
39602,4167
121032,18525
29627,100253
149839,38017
73777,13997
79280,53640
89275,81826
71531,71978
30012,69017
44920,56460
34255,59980
93061,103516
70994,54444
132772,143156
61653,45858
114809,148649
27780,148659
56039,144158
5846,32594
124412,29166
31299,68707
31785,16098
147970,21408
48161,24297
138833,121737
68010,31700
42469,84696
41880,29603
61364,18126
5536,20838
106359,24691
70618,81383
137301,146650
81466,87764
134034,102402
71854,104792
82283,81784
95726,126771
123774,72119
54921,33921
141296,23905
54166,138180
13008,7067
14927,18654
81579,75948
101273,26610
34637,42139
20645,137678
89440,113383
604,12843
106048,70491
22623,87652
88139,9508
126530,98496
37561,87580
15543,41867
136139,5632
805,87903
54236,58202
28126,45684
124883,10918
14593,23895
37013,28672
129657,72928
75366,124020
29279,7428
149507,53493
87689,64912
110587,118725
92234,96021
8126,59779
80688,130728
24018,105886
131651,55568
41446,82332
75084,62420
135566,38060
108184,97055
4824,49434
135479,5982
53419,110717
46213,149892
50119,124902
91859,48409
7750,140394
144659,74694
117179,95967
5091,111567
30702,126852
2703,12877
145281,92832
145740,46395
38515,49665
133367,108894
36629,10794
112789,145201
6613,63634
16686,102431
115082,36925
79067,27517
119841,137719
4896,149062
45267,18975
55552,147159
132597,13166
45994,33529
60903,73141
128457,130554
143395,91355
29879,24197
126980,24473
117095,44012
24936,117932
77184,41076
90160,111533
19770,137175
102727,142784
2181,134195
38522,147810
118025,139796
132978,5562
95194,136502
108423,95442
84583,22759
28098,82578
51273,88688
11016,66424
28230,101215
80385,84587
39817,26629
36503,36277
65070,45564
113866,131109
50272,84717
128884,19325
125361,88815
51530,121065
1713,31087
56054,84777
126026,113703
21188,67991
52670,50507
24521,31129
126899,27007
78898,37985
133487,100640
15354,2233
56987,73909
71828,56698
69196,80844
142893,38729
138394,121360
1767,83287
109006,37650
27218,144511
133111,44044
65012,99108
27010,53668
61078,14601
140284,63224
86209,48587
93328,134309
30623,74177
130507,42488
96742,109085
102242,127840
44808,48992
53791,127240
72775,53654
142119,14991
66599,78209
140319,19199
96308,34705
111929,79707
68893,91246
36411,62184
135389,91736
58950,97534
19042,143531
38566,67758
88268,28229
118429,9316
70626,26345
149990,36571
102444,17535
120607,3869
74530,87375
104801,142328
92502,66006
54566,128265
137711,104202
2958,66658
22469,140485
12670,109599
17664,146646
8974,18752
149709,140812
94790,140093
87653,20300
127432,120237
91867,92365
56311,107375
72752,25324
48324,59772
52871,20450
6117,21417
61433,416
98924,57650
24256,127113
78661,81698
54378,39985
95676,34827
136428,79783
127996,35193
26901,14673
47193,81521
75218,141879
74717,53211
87060,85351
17055,28084
83894,105784
40903,61646
45362,45823
55566,29950
69784,85777
148077,87356
22773,122967
36130,19183
104760,84863
56875,61841
12599,143845
85876,106412
117086,145821
116627,149619
127002,75631
75114,10790
11585,110578
31585,44858
23375,37395
110257,45828
147834,27079
85413,53967
34668,11550
58236,140980
128613,33296
65640,35174
149872,3120
2525,148170
18240,131368
141529,80999
141162,125320
135481,102248
135914,7500
126553,45038
18868,15643
103049,68766
94295,25827
65295,98181
128843,6730
122467,114058
125844,90186
61374,78034
114875,57313
115479,79756
111774,75446
45201,141717
93765,68562
107522,114413
122896,2967
109350,123933
48167,35343
16373,16425
18677,50919
52052,124710
93148,88375
101871,50660
20636,54469
90683,40860
136177,93394
99807,53038
112809,23282
73786,66668
13207,97385
25858,140906
137091,120020
25848,81953
69047,76919
137460,128227
140498,81984
109967,147080
51657,93370
78461,118626
76313,138503
12862,120057
144105,142299
98689,1722
90625,137396
76393,149589
29413,6286
13666,39162
52000,15781
46036,27196
34722,34824
30042,105841
14287,117745
38765,7174
23607,74181
76438,86808
2668,56769
49045,126256
11263,8669
49253,117296
130152,89972
107805,97875
61399,69928
54878,80572
115022,141678
75933,79411
18204,8865
27281,65825
33125,17909
122727,114505
136474,38497
96966,128700
42018,54030
31887,137177
49083,113463
49518,40716
16217,62932
145545,74600
140754,28860
34855,138786
7362,27978
148478,114707
80875,8096
123405,134317
50574,79319
56488,119583
13927,94475
22529,94174
148010,72115
41183,41297
99331,105238
120288,37665
129502,24565
106243,46918
81928,53872
116050,143159
54358,103246
42285,133875
33431,19869
61566,40114
123389,15485
50668,399
82519,128380
103009,50151
25839,66969
127724,89422
38794,19637
105177,139797
111933,88628
118741,934
28710,9404
113313,116711
142496,96651
109760,32760
86046,113275
131916,84664
73767,44512
112921,42733
118844,32253
66457,23719
120964,84274
25156,51546
147771,147644
61481,68883
134805,42690
104798,103032
66313,69659
76284,95308
120493,10181
67010,122140
5959,137671
56953,141981
142477,91703
53552,64224
70461,53500
143507,37463
96329,100548
100618,121591
21997,141285
29177,50975
54373,67790
121268,142412
100461,77071
119662,134431
2352,95481
123014,75979
16057,19173
63888,12493
132167,86777
126762,83464
55445,126184
127784,81550
142220,108546
92088,90324
118321,9562
127069,84600
143903,62313
8323,33443
19517,37094
70525,80894
149696,60334
58148,85030
103318,78314
48847,27152
61528,10763
79413,102542
120615,25196
103245,30984
139702,146493
69559,94642
33317,92183
120516,114720
125886,33360
48090,16876
85745,1561
41784,12411
75476,96036
43368,11537
86331,82011
112222,117225
87482,8373
76645,89390
117606,56385
15455,43948
23688,83325
61712,88371
91219,20756
83767,36486
25564,119953
35323,111647
21696,125125
109128,129239
31383,35196
121339,128212
24310,115251
30670,114238
106076,198
13769,101098
141956,106692
147106,85918
53837,86488
126995,78543
44371,3576
10684,56072
12207,56393
30667,9146
47364,71873
73049,28833
74915,96405
67796,108503
147357,44111
22392,35255
17849,46209
72889,110661
98922,62618
49301,21620
79073,23369
103680,106766
81043,108176
68397,97366
43078,7301
125901,63901
137635,132270
71322,13052
149981,85167
64929,41591
54770,119291
107159,15262
111224,126656
127297,66202
100762,109077
9839,137466
413,111634
11861,85696
56742,116550
15835,64087
45010,68542
129595,5746
2230,32234
9137,7622
57635,12544
102637,4510
55167,33332
127582,128409
44316,112198
107511,82659
144297,45477
98528,133272
1854,19923
148963,20269
87709,123898
132693,10895
9322,105684
34750,33739
98486,123752
38440,118838
19012,141211
100042,87302
53402,129423
90647,86249
129088,8908
103168,53194
48305,23931
126844,146136
82858,105429
51178,34713
114067,22633
80689,111264
49738,90030
35080,116335
133595,5799
131278,126908
13794,132400
87738,132876
27965,72577
47769,106528
88913,31186
39914,20766
15241,15953
52205,74789
86306,121635
147889,132830
23942,60377
59105,96214
69882,72634
87172,25970
34364,98017
144199,54036
70067,74225
19889,36290
32111,15812
115670,122162
55441,70199
6621,47542
701,34391
15085,54863
10939,75765
45204,123414
60132,90692
84094,97608
149191,127513
18145,46518
135715,41015
135794,122127
68835,118824
15225,116171
77701,2854
145630,114349
128630,127141
107472,3515
122599,134250
106527,62681
78174,143072
90484,53808
72740,55951
141942,51229
17732,87965
32939,27532
97703,124372
42104,111604
68289,80361
73533,31836
10955,8319
75301,51351
79083,53849
20165,19887
81277,27203
86588,68447
133046,84340
39441,11260
45765,81320
122646,60094
9973,79889
86665,17539
59643,5920
122497,60805
51105,112225
23724,91923
114190,89147
123650,121415
11190,129048
48142,35375
75874,148871
54547,119019
95574,107399
75913,102470
145882,95512
26974,132293
135608,30884
121877,132793
119397,32951
56250,124603
129815,85588
70601,78340
23813,67753
103984,149875
3230,84478
107649,57033
125645,105649
91608,101761
64106,53356
134014,6775
50747,70055
42213,120768
149453,52213
45438,61701
127320,84957
73399,40539
85225,42170
139067,83994
95249,125313
18254,105081
149569,1694
112556,11055
140638,2882
39143,99004
131270,78134
93932,130531
86967,16680
4356,143976
56390,118758
192,10417
55208,2192
125485,2127
16907,127607
33567,48710
25591,78514
87722,102365
54503,50146
27173,63807
56649,81723
147463,43923
74753,67061
101059,91812
52741,109038
45559,69105
3386,107575
109839,53859
141214,37432
86212,119210
20712,15909
144314,105906
29664,91646
115622,114556
38659,58283
115411,27549
121813,33949
115044,134071
142651,70620
144905,85756
127397,46300
126175,113751
126635,12417
77159,71452
95595,99927
1340,2647
31954,130428
30251,56352
34000,20760
2993,108798
104679,81852
46930,72978
207,61978
35775,117156
121263,91454
84390,117393
51946,48639
76238,44675
138260,70739
106592,55601
130280,114792
95986,42275
72477,127685
55579,53158
69929,16788
110925,9845
68722,22127
97493,19879
84769,96124
140428,25566
25398,62502
103023,108298
50446,40147
62368,121103
45810,126548
148680,25372
123438,17305
68510,65632
141446,52136
108316,112919
31244,78846
44734,89143
68673,26818
102677,77491
3381,137281
137647,47379
55492,122330
69285,3830
59165,114785
130317,39173
101243,5449
141319,125655
73965,106771
34531,108428
137909,142937
5182,142800
84880,55572
42601,74269
69214,118238
128419,118237
132649,40335
83687,38238
45377,86684
112341,11457
44872,129107
46368,138910
141927,75368
16216,148558
80691,51373
24854,9079
137714,23567
110746,3172
65375,85879
66452,135796
61617,8211
86436,24268
69887,90774
144159,2027
58103,43384
104973,95867
31063,68816
22798,64131
140130,69232
41507,51643
83426,8587
144479,22173
91992,36669
66889,120804
136640,26470
1973,47168
135011,30186
86582,64548
57215,24711
43330,112252
111465,142227
59304,80775
20713,93730
102240,43831
109106,25375
128696,113255
130183,41783
83044,44548
55465,31079
52342,105125
94973,134012
2143,82681
119192,133712
68345,118673
28323,83995
143398,48319
80715,111704
53152,27974
26551,15699
13069,58426
20166,17245
8544,99049
44627,71012
52940,10492
17130,133849
139749,138762
134771,104461
28078,129585
39396,136707
129556,59125
27577,140219
107465,122606
74822,46734
123197,124945
124237,137397
76446,5344
32074,132873
55760,60722
108948,51482
40850,35066
120215,50879
25108,142370
145708,117963
86190,137481
57180,106373
46698,4305
101127,105104
125739,78263
111838,33588
77913,66674
143751,146528
93341,24324
108440,25800
35599,55788
133164,12944
17737,81888
14555,135249
103677,31520
73973,71573
48378,68419
102318,51448
11135,94283
80595,72568
6556,67895
80490,71466
102355,67566
51755,92439
113596,110766
67644,141965
9777,23697
105804,28155
65352,43301
59842,145801
168,62611
40301,1531
88200,115615
131797,48641
119428,100502
147336,97893
43899,127933
774,45149
65123,32218
38743,72174
128562,145374
101967,3810
92752,113928
54802,32775
78198,18360
137336,117743
142514,126440
10810,50111
35429,75265
10071,19893
53516,122710
39350,24894
47093,67333
67063,139452
142873,98434
60609,34370
116143,90978
38559,105394
56813,86015
26516,4903
127783,24663
149443,97098
97583,40774
125336,66618
68659,76106
146993,36521
23603,84441
122089,82215
56186,136145
26047,123699
82650,45174
20119,28769
139606,25908
17458,148544
90932,39901
22665,61448
133189,13510
4792,25778
147585,11456
66708,24597
83048,75310
138723,121272
92246,8532
90594,118646
98519,16742
21768,5673
124759,63250
46860,129073
127176,12285
8226,122264
131423,148033
120207,7859
38486,145709
99393,99075
37299,18917
1553,57527
71588,110410
27098,77634
122760,25744
104157,74415
125694,90012
38196,75551
20477,34759
88228,57330
51017,84934
144733,46370
45376,144237
24713,72343
37831,100734
49903,47319
68775,1095
138400,113364
114312,7770
21580,136595
41227,32479
121846,131789
12951,37750
10672,82391
30061,73707
124390,106933
42000,69320
62833,68685
43189,2547
108671,77558
82540,85293
48748,10416
7165,104546
125977,86545
66294,115161
13577,26066
44993,25739
12491,7886
115092,142960
75202,18155
40750,103162
57420,5184
27308,35771
144898,121242
54658,76327
139005,73363
100937,71593
29240,99768
13208,97203
116179,120755
76523,144662
4379,138020
102158,108633
79745,71551
19515,20586
65739,106947
111683,76487
25015,140832
12627,149422
32972,86187
121435,59611
8529,96498
35657,126788
126227,126491
8545,13428
17699,60376
86287,10309
100207,131950
93437,28624
38565,122953
96193,93466
30980,53521
124278,50208
61106,19430
